duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate
4	tcp	pop_3	SF	28	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	211	0.83	0.02	0.0	0.0	0.0	0.0	0.07	0.0
5	tcp	pop_3	SF	30	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	230	0.9	0.04	0.0	0.0	0.0	0.0	0.0	0.0
0	udp	private	SF	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	253	0.99	0.01	0.01	0.0	0.0	0.0	0.0	0.0
1	tcp	smtp	SF	2599	293	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	3	0.0	0.0	0.25	0.0	0.75	0.5	0.0	255	246	0.96	0.04	0.0	0.0	0.0	0.0	0.04	0.0
0	tcp	http	SF	211	2630	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	0.0	0.0	0.0	0.0	1.0	0.0	0.5	3	255	1.0	0.0	0.33	0.04	0.0	0.0	0.0	0.0
1	tcp	smtp	SF	15827	1435	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	94	165	0.72	0.04	0.01	0.01	0.0	0.0	0.01	0.02
0	udp	domain_u	SF	44	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0.0	0.0	0.0	0.0	1.0	0.0	0.22	255	251	0.98	0.01	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	S0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0.46	0.46	0.54	0.54	1.0	0.0	0.0	255	244	0.96	0.01	0.0	0.0	0.04	0.05	0.56	0.59
0	udp	private	SF	105	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	254	1.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	250	1301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	34	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	260	267	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	246	2585	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	198	255	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0
0	tcp	http	SF	303	315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	22	22	0.0	0.0	0.0	0.0	1.0	0.0	0.0	72	255	1.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0
2074	tcp	http	S3	56504	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.44	0.44	0.56	0.56	1.0	0.0	0.0	255	242	0.95	0.01	0.0	0.0	0.02	0.02	0.22	0.24
0	udp	private	SF	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	254	1.0	0.01	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	235	12755	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2	255	1.0	0.0	0.5	0.07	0.0	0.0	0.0	0.0
0	tcp	http	SF	203	478	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	33	0.0	0.0	0.0	0.0	1.0	0.0	0.12	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	udp	domain_u	SF	45	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	148	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	308	1476	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	22	0.0	0.0	0.0	0.0	1.0	0.0	0.09	122	255	1.0	0.0	0.01	0.04	0.0	0.0	0.0	0.0
816	tcp	http	RSTR	59424	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	62	62	0.03	0.03	0.97	0.97	1.0	0.0	0.0	255	253	0.99	0.01	0.0	0.0	0.01	0.01	0.31	0.31
0	tcp	http	SF	296	2510	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10	255	1.0	0.0	0.1	0.03	0.0	0.0	0.0	0.0
809	tcp	http	RSTR	60884	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	58	58	0.03	0.03	0.97	0.97	1.0	0.0	0.0	255	253	0.99	0.01	0.0	0.0	0.01	0.01	0.29	0.29
0	tcp	http	SF	246	2302	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	52	0.0	0.0	0.0	0.0	1.0	0.0	0.08	41	255	1.0	0.0	0.02	0.03	0.02	0.0	0.0	0.0
0	tcp	telnet	SF	122	174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.01	0.01	0.02	0.02
0	udp	private	SF	105	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	230	228	0.99	0.01	0.0	0.0	0.0	0.0	0.0	0.0
7521	tcp	telnet	SF	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	196	0.77	0.03	0.0	0.0	0.33	0.43	0.12	0.07
0	tcp	http	SF	233	11075	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	6	0.0	0.0	0.0	0.0	1.0	0.0	0.5	57	255	1.0	0.0	0.02	0.1	0.0	0.0	0.0	0.0
7250	tcp	telnet	SF	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	228	0.89	0.11	0.0	0.0	0.5	0.56	0.11	0.01
0	tcp	http	SF	351	2799	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	6	0.0	0.0	0.0	0.0	1.0	0.0	0.33	16	181	1.0	0.0	0.06	0.04	0.0	0.0	0.0	0.02
0	tcp	http	SF	223	4614	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15	255	1.0	0.0	0.07	0.06	0.0	0.0	0.0	0.0
0	tcp	http	SF	196	2127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	26	0.0	0.0	0.0	0.0	1.0	0.0	0.0	104	255	1.0	0.0	0.01	0.02	0.01	0.0	0.0	0.0
0	udp	private	SF	105	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	253	0.99	0.01	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	223	354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	14	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14	114	1.0	0.0	0.07	0.04	0.0	0.0	0.0	0.0
799	tcp	http	RSTR	57964	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	88	88	0.02	0.02	0.98	0.98	1.0	0.0	0.0	255	253	0.99	0.01	0.0	0.0	0.01	0.01	0.47	0.47
0	tcp	http	SF	278	792	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	8	0.0	0.0	0.0	0.0	1.0	0.0	0.25	130	255	1.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0
901	tcp	http	RSTR	57964	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	70	70	0.0	0.0	1.0	1.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.38	0.38
0	tcp	http	SF	238	10806	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4	243	1.0	0.0	0.25	0.05	0.0	0.0	0.0	0.0
0	tcp	http	SF	290	60131	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	8	0.0	0.0	0.0	0.0	1.0	0.0	0.0	22	255	1.0	0.0	0.05	0.03	0.0	0.0	0.0	0.0
0	tcp	http	SF	577	2023	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	20	0.0	0.0	0.0	0.0	1.0	0.0	0.15	2	255	1.0	0.0	0.5	0.03	0.0	0.0	0.0	0.0
0	tcp	http	SF	232	2804	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	97	255	1.0	0.0	0.01	0.04	0.0	0.0	0.0	0.0
0	udp	domain_u	SF	43	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	161	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	290	171	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	44	44	0.0	0.0	0.0	0.0	1.0	0.0	0.0	44	255	1.0	0.0	0.02	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	213	1108	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	16	0.0	0.0	0.0	0.0	1.0	0.0	0.12	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	255	255	1.0	0.0	0.0	0.0	0.01	0.01	0.05	0.05
0	tcp	http	SF	349	884	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	13	0.0	0.0	0.0	0.0	1.0	0.0	0.15	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	171	4531	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	204	204	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	208	8619	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	16	0.0	0.0	0.0	0.0	1.0	0.0	0.12	69	255	1.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0
0	tcp	http	SF	232	2012	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	143	143	1.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
0	udp	private	SF	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	359	771	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	110	255	1.0	0.0	0.01	0.02	0.0	0.0	0.0	0.0
280	tcp	ftp_data	SF	283618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	7	9	1.0	0.0	1.0	0.22	0.0	0.0	0.0	0.0
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	253	0.99	0.01	0.0	0.0	0.0	0.0	0.01	0.01
0	tcp	http	SF	258	544	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	42	255	1.0	0.0	0.02	0.02	0.0	0.0	0.0	0.0
0	tcp	http	SF	304	1534	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	71	251	1.0	0.0	0.01	0.07	0.0	0.0	0.0	0.0
0	udp	domain_u	SF	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	255	252	0.99	0.01	0.03	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	4	0.0	0.0	0.25	0.25	1.0	0.0	0.0	255	254	1.0	0.01	0.0	0.0	0.0	0.0	0.05	0.05
0	tcp	http	SF	269	388	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0.0	0.0	0.0	0.0	1.0	0.0	0.67	115	255	1.0	0.0	0.01	0.03	0.01	0.0	0.0	0.0
0	tcp	http	SF	395	421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	91	255	1.0	0.0	0.01	0.05	0.0	0.0	0.0	0.0
0	tcp	http	SF	210	7549	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5	106	1.0	0.0	0.2	0.03	0.0	0.0	0.0	0.0
0	tcp	http	SF	258	3540	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	19	0.0	0.0	0.0	0.0	1.0	0.0	0.11	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	udp	domain_u	SF	44	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0.0	0.0	0.0	0.0	1.0	0.0	0.4	255	225	0.88	0.01	0.01	0.0	0.0	0.0	0.04	0.0
0	tcp	http	SF	220	1434	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	10	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	tcp	pop_3	SF	30	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0.0	0.0	0.5	0.0	0.5	1.0	0.0	255	213	0.84	0.02	0.0	0.0	0.0	0.0	0.04	0.0
0	tcp	http	SF	320	2358	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	13	0.0	0.0	0.0	0.0	1.0	0.0	0.23	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	188	308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	15	0.0	0.0	0.0	0.0	1.0	0.0	0.13	153	255	1.0	0.0	0.01	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	229	2645	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	16	0.0	0.0	0.0	0.0	1.0	0.0	0.19	1	255	1.0	0.0	1.0	0.02	0.0	0.0	0.0	0.0
0	udp	domain_u	SF	45	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	193	0.0	0.0	0.0	0.0	1.0	0.0	0.01	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	tcp	pop_3	SF	31	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	66	64	0.95	0.03	0.02	0.03	0.0	0.0	0.0	0.0
0	tcp	http	SF	298	283	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	206	7531	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	16	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
804	tcp	http	RSTR	78404	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	77	77	0.03	0.03	0.97	0.97	1.0	0.0	0.0	255	253	0.99	0.01	0.0	0.0	0.01	0.01	0.42	0.43
0	tcp	http	SF	205	261	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	16	0.0	0.0	0.0	0.0	1.0	0.0	0.0	224	255	1.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0
0	udp	private	SF	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	254	1.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	204	2189	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4	247	1.0	0.0	0.25	0.07	0.0	0.0	0.0	0.0
0	tcp	http	SF	343	1065	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	195	124	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	3	0.0	0.0	0.0	0.0	1.0	0.0	0.67	38	255	1.0	0.0	0.03	0.05	0.0	0.0	0.0	0.0
0	tcp	http	SF	349	2124	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	53	251	1.0	0.0	0.02	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	296	1511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	145	255	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0
0	tcp	http	SF	310	187	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3	245	1.0	0.0	0.33	0.03	0.0	0.0	0.0	0.0
4	tcp	pop_3	SF	28	93	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	255	217	0.85	0.04	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	286	4144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	7	0.14	0.14	0.0	0.0	1.0	0.0	0.0	255	255	1.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	319	1861	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.0	0.0	0.0	0.0	1.0	0.0	0.0	38	255	1.0	0.0	0.03	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	209	172	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	175	190	1.0	0.0	0.01	0.01	0.0	0.0	0.0	0.0
2066	tcp	http	RSTR	82944	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	11	0.0	0.0	1.0	1.0	1.0	0.0	0.0	255	230	0.9	0.02	0.0	0.0	0.0	0.0	0.04	0.05
0	udp	domain_u	SF	42	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0.0	0.0	0.0	0.0	1.0	0.0	0.22	255	252	0.99	0.01	0.01	0.0	0.0	0.0	0.0	0.0
899	tcp	http	RSTR	74464	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	30	0.07	0.07	0.93	0.93	1.0	0.0	0.0	255	255	1.0	0.0	0.0	0.0	0.01	0.01	0.59	0.59
0	udp	domain_u	SF	44	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	106	0.0	0.0	0.0	0.0	1.0	0.0	0.02	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0	tcp	http	SF	218	3268	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	7	0.0	0.0	0.0	0.0	1.0	0.0	0.0	61	255	1.0	0.0	0.02	0.04	0.0	0.0	0.0	0.0
0	tcp	http	SF	211	733	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	34	0.0	0.0	0.0	0.0	1.0	0.0	0.06	255	255	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2075	tcp	http	RSTR	72564	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	9	0.0	0.0	1.0	1.0	1.0	0.0	0.0	255	231	0.91	0.02	0.0	0.0	0.0	0.0	0.09	0.1
0	udp	domain_u	SF	43	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	190	0.0	0.0	0.0	0.0	1.0	0.0	0.01	255	255	1.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0
